date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,date_received_raw,date_sent_to_company_raw,year_received,month_received,quarter_received,timely_response_binary,has_narrative,narrative_length,received_to_sent_lag_days
2025-04-03 00:00:00+00:00,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"On XX/XX/XXXX my account was hacked for over $ XXXX. I caught the last transfer of $ XXXX, I hurried to chase to stop the transfer, I received a document that it was canceled. It did not. I then went to XXXX police department, they requested my laptop, I gave it to them. What they found was sent to XXXX. In XX/XX/XXXX I received an email from XXXX that there were XXXX perpetrators caught. After the trials XXXX perpetrators pled guilty. At that time I went to Chase and visited with a bank manager, showed him that the guilty partys had been caught and pled guilty. 
In the beginning when I asked Chase to refund my funds, I have a letter from them stating i benefited and they wouldnt refund me. 
After the guy pled guilty I went into chase with my XXXX and showed him my the letter from XXXX, the manager was very rude and said to me so sue me. It was like a slap in the face. 
Is there any chance to get my funds back. I have all documentation I have a whole lot more documentations from XXXX that I didnt upload",,JPMORGAN CHASE & CO.,TX,762XX,"Older American, Servicemember",Web,2025-04-10 00:00:00+00:00,Closed with explanation,Yes,12802220,2025-04-03,2025-04-10,2025,2025-04,2025Q2,1,1,1018,7.0
2021-01-04 00:00:00+00:00,Mortgage,FHA mortgage,Trouble during payment process,,"On XXXX XXXX I had contacted XXXX XXXX XXXX XXXX XXXX who owns the master servicing rights to our loan ( LOANCARE , LLC ) through this email that I found on Yelp ( there are HUNDREDS of complaints from people ) XXXX An automatic response email said they will investigate this - but NO FOLLOW UP. We would like to receive our OVERPAYMENT of escrow money of {$930.00}. I attached 2 documents to prove this amount. Loancare , LLC has previously tried to take over {$2000.00} of our overpayment of escrow money in XXXX. You will see the complaints I had to write to CFPB to get it returned - at that time, they did not pay our homeowners insurance, tried to charge us for late fees, etc. Here we are again, and they did not return our escrow money like they said they would. I had to contact the CFPB to get them to pay our homeowners insurance ( 2nd year in a row ) on XXXX XXXX, XXXX. The day I complained to CFPB ( XXXX XXXX ) was ironically the same day our homeowners insurance was paid. Loancare LIES - they lie through their teeth!!!!! It is impossible to talk to an actual human being - being put on hold for HOURS, getting disconnected ( hung up on ) there's no direct email to contact anyone - their website will take you in circles with no actual email or contact page that works. It's only through the CFPB that anything will ever get done when problems occur. We would like the return of our {$930.00} overpayment of our XXXX escrow money now. Thank you CFPB for helping us - yet again - with this highly unethical, corrupt, dishonest loan predator.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",AZ,857XX,,Web,2021-01-04 00:00:00+00:00,Closed with explanation,Yes,4046400,2021-01-04,2021-01-04,2021,2021-01,2021Q1,1,1,1558,0.0
2022-06-03 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,,DISCOVER BANK,TN,37207,,Phone,2022-06-03 00:00:00+00:00,Closed with monetary relief,Yes,5630435,2022-06-03,2022-06-03,2022,2022-06,2022Q2,1,0,0,0.0
2022-12-14 00:00:00+00:00,Credit card or prepaid card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XX/XX/XXXX, I was approved financing by Wells Fargo. That same day I walked into a the XXXX XXXX XXXX XXXX and I purchased a XXXX and foundation. The store employee named XXXX XXXX told me ALL foundations will fit standard bed frames. I NEVER asked to purchase a XXXX XXXX XXXX. He selected that foundation WITHOUT my approval. Please also note, XXXX XXXX repeatedly asked me to purchase a more expensive foundation. I declined. 

According to the sales policy of XXXXXXXX XXXX are not returnable. Their policy does not say NO EXCHANGES. 

On XX/XX/XXXX XXXX delivered the mattress and foundation. The foundation was too big for my bed frame. I contacted XXXX and they rejected my request for an exchange. 

The CFPB should protect consumer from "" bait and switch '' sales tactics. My dispute was initiated with Wells Fargo and most recently they rejected my dispute. I have decided to file a lawsuit against both companies. I do not understand why both companies will not satisfy a simple request of giving the consumer what he wants. 

Please investigate both Wells Fargo and XXXX. They are both complicit in using unsavory sales tactics and enticing consumers like me. 

Wells Fargo has a poor history in consumer finance. XXXX has return policies that are poorly written with a standard practice of REJECTING consumer requests. 

I am probably not alone.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,331XX,,Web,2022-12-14 00:00:00+00:00,Closed with monetary relief,Yes,6313595,2022-12-14,2022-12-14,2022,2022-12,2022Q4,1,1,1361,0.0
2025-10-27 00:00:00+00:00,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Old information reappears or never goes away,,,CAPITAL ONE FINANCIAL CORPORATION,CT,06106,,Web,2025-10-27 00:00:00+00:00,Closed with explanation,Yes,16842633,2025-10-27,2025-10-27,2025,2025-10,2025Q4,1,0,0,0.0
2023-12-09 00:00:00+00:00,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,"Attached is the notice of default and intent to accelrate. As you can see with the attached document, I've not missed a payment ever. The interest charges and all fees will be paid when all principal has been paid, which is what the laws of the USA state. 

Their licenses should be revoked for continue to remove elderly people from their homes. I am XXXX yrs old.",Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",CA,92804,Older American,Web,2023-12-09 00:00:00+00:00,Closed with explanation,Yes,7975046,2023-12-09,2023-12-09,2023,2023-12,2023Q4,1,1,365,0.0
2018-09-19 00:00:00+00:00,Mortgage,Other type of mortgage,Trouble during payment process,,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,IL,60513,,Referral,2018-09-19 00:00:00+00:00,Closed with explanation,Yes,3024132,2018-09-19,2018-09-19,2018,2018-09,2018Q3,1,0,0,0.0
2023-02-15 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Application denied,"The companied lied for the reason for denial. 

My credit score is XXXX, the highest possible, SEE PAGE 2 OF THE ATTACHED. I have a credit established for over 22+ years.

PLEASE RECOSNIDER AND OPEN MY ACCOUNT.",,JPMORGAN CHASE & CO.,PA,19403,,Web,2023-02-15 00:00:00+00:00,Closed with explanation,Yes,6576871,2023-02-15,2023-02-15,2023,2023-02,2023Q1,1,1,210,0.0
2025-08-29 00:00:00+00:00,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,"My accounts was never late! I have had exceptional payment history with XXXX  XXXX and all payments were placed on Autopay. This late payment that is reporting is a result on a systematic error on their end processing my payment. This was clearly a billing error made my the company and is not a reflection of my payment experience which violates USC Code 1681eb. This error has caused severe hard to my reputation, my character, my mode of living and to my family! I demand the late payment reported to be removed/updated. They are not in compliance with the following law. 15 USC 1666b and its requirements set the standards and the guidance for a creditor to treat a payment as late, yet they are reporting a payment as late and they did not comply with the law! 15 USC 1666b ( a ) Time to make payments A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose, unless the creditor has adopted reasonable procedures designed to ensure that each periodic statement including the information required by section 1637 ( b ) of this title is mailed or delivered to the consumer not later than 21 days before the payment due date. I have requested proof that this information was mailed or delivered 21 days before the payment due date and this information was requested in good faith pursuant rule 1002 and It was never provided. This is unfair, illegal, fraudulent, and not equitable to me as a consumer!",,"EQUIFAX, INC.",TX,767XX,,Web,2025-08-29 00:00:00+00:00,Closed with explanation,Yes,15579189,2025-08-29,2025-08-29,2025,2025-08,2025Q3,1,1,1470,0.0
2021-12-20 00:00:00+00:00,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,,GUARANTEED RATE INC.,IL,60302,,Web,2021-12-20 00:00:00+00:00,Closed with explanation,Yes,5026810,2021-12-20,2021-12-20,2021,2021-12,2021Q4,1,0,0,0.0
2024-02-18 00:00:00+00:00,Checking or savings account,Checking account,Managing an account,Problem accessing account,,Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,VA,22151,,Web,2024-02-18 00:00:00+00:00,Closed with explanation,Yes,8367477,2024-02-18,2024-02-18,2024,2024-02,2024Q1,1,0,0,0.0
2025-10-17 00:00:00+00:00,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Trouble accessing funds in your mobile or digital wallet,,"I initiated a withdrawal transaction on Tuesday, XX/XX/year>. As of Thursday, XX/XX/year>, this transaction remains unprocessed or simply not completed. 

Transaction details : Company : XXXX XXXX XXXX via XXXX XXXX XXXXXXXX XXXX XXXX Created : XX/XX/year>XXXX XXXX XXXX  Destination : XXXX ( account added successfully ) Status : USD wire withdrawal On Hold Reference : XXXX State : Wisconsin Numerous attempts to contact via in-app messaging, email and via phone have gone ignored. My funds are inaccessible.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Payward Ventures Inc. dba Kraken,WI,537XX,,Web,2025-10-17 00:00:00+00:00,Closed with explanation,Yes,16621773,2025-10-17,2025-10-17,2025,2025-10,2025Q4,1,1,510,0.0
2017-12-13 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",,XXXXX,,Phone,2017-12-13 00:00:00+00:00,Closed with explanation,Yes,2753817,2017-12-13,2017-12-13,2017,2017-12,2017Q4,1,0,0,0.0
2025-05-15 00:00:00+00:00,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"In XXXX of XXXX, I notified all my creditors by phone that I was going into a serious XXXX in XXXX of that year, and that I was going to be hospitalized for an extended period, and on strict rest for another XXXX  days minimum. All my creditors agreed to a XXXX deferment on payments, including my car payments. I was back to work full time late XX/XX/year>. For some reason, the creditor I am submitting this complaint to has never lived up to the agreement that was made through a courtesy call. The remainder of my credit report is perfect. Accordingly, I respectfully request that the XXXX late payments be rescinded and removed altogether from my credit reports. I took such responsibility trying to do the right thing here, and the penalty is simply too excessive. Please update my credit rating as PAID NEVER LATE and remove the existing late payment history completely. Thank you. 
XXXX XXXX",,TD BANK US HOLDING COMPANY,MA,01089,,Web,2025-05-15 00:00:00+00:00,Closed with non-monetary relief,Yes,13525031,2025-05-15,2025-05-15,2025,2025-05,2025Q2,1,1,899,0.0
2022-09-19 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,"On XX/XX/XXXX I thought I purchased a service to trade a time share for a vacation club membership. They asked for nthe transfer costs on XX/XX/XXXX. The first transaction was charged on my American Express Card amount of {$9000.00}. The second charge was {$1500.00} on my American express Card. In XXXX the local offices were closed and I was left holding the bag. XXXX was contacted and I was advised that the corporation that ran the charges on my card did not exist and they were nshut down by the attorney generals office and charged with fraud. This took place in early XXXX of XXXX. I had difficulty getting the old statements mailed to me. On XX/XX/XXXX, XXXX the case was filledand a letter outlining the events, as well as the attorney generals findings. Our case number is case XXXX XXXX. 0ver the ensuing months, we called AMEX XXXX XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XXXX and XXXX. Each time there seemed to be a lot of uncertainty on their part as to what was happening and where their investigation stood. Each conversation was an hour or more and included promises of returning ncalls, which never happened. At one point ba card credit was posted on my account was posted and later rescinded and that just added to the overall confusion. AMEX never once alerted me about this company and I felt abandoned. I heve a long history with AMEX and have spent enormous amount of money.",,AMERICAN EXPRESS COMPANY,TX,77316,"Older American, Servicemember",Web,2022-09-19 00:00:00+00:00,Closed with explanation,Yes,5994711,2022-09-19,2022-09-19,2022,2022-09,2022Q3,1,1,1401,0.0
2023-08-10 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,,TD BANK US HOLDING COMPANY,NY,11360,,Web,2023-08-10 00:00:00+00:00,Closed with monetary relief,Yes,7383186,2023-08-10,2023-08-10,2023,2023-08,2023Q3,1,0,0,0.0
2025-08-24 00:00:00+00:00,Prepaid card,General-purpose prepaid card,Trouble using the card,Trouble using the card to spend money in a store or online,"I received a replacement card along with a letter that this card would be coming from : Prepaid Dispute Resolution XXXX XXXX XXXX XXXX XXXX XXXX XXXX I got the card in the mail and it needs to be activated. I called the phone number to activate it ( XXXX ) and the automated service to activate it says the card is invalid XXXX then transfers me to a representative who says they can not activate it that only the automated service or the website prepaidgiftbalance.com can activate it. When I go to the website I get an error that it can not activate it and then when I try to get more help from the contact me section, it requires a serial number on the back of the card, this is a required field to get to the next screen. There is no serial number on the back of my card. 

I've repeatedly asked to be transferred to someone who can help me and supervisors. I get hung up on. I get told by the supervisor that these are my only XXXX options and they can transfer me back to the activation line that I've explained I've tried dozens of times at this point and it does not work. 

I feel I need to sue.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,IN,468XX,,Web,2025-08-24 00:00:00+00:00,Closed with non-monetary relief,Yes,15509928,2025-08-24,2025-08-24,2025,2025-08,2025Q3,1,1,1104,0.0
2025-01-16 00:00:00+00:00,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,"I received two XXXX payments from a known individual then discovered my card/account was frozen by trying to purchase something and the card declined. The bank did not notify me until days later that there was an investigation going on with my account. A reversal was made on my account in the amount of the XXXX transactions making the balance negative. The bank ( Chase ) told me to either contact the person who filled the claim to get them to reverse it or pay the money back. I asked how they can recommend the claim be cancelled after being approved, I asked wouldn't that be a fraudulent claim. They declined to answer and stated they could not disclose more information to me. I tried to file a dispute however was told not possible as the claim was filed with a different financial institution. I asked Chase to clarify that per the Terms and conditions of Chase XXXX users when a XXXX transaction is made between two parties with the same financial institution that a dispute can not be filed. Once i asked for more clarification I was told that they could not disclose any information about the claim to me. I then received a letter from my otherXX/XX/XXXXXXXX XXXX ) stating "" per my request my account is no longer registered to use XXXX either sending and receiving money '' which is funny because I did not submit this request.",,JPMORGAN CHASE & CO.,CA,94124,,Web,2025-01-16 00:00:00+00:00,Closed with explanation,Yes,11543816,2025-01-16,2025-01-16,2025,2025-01,2025Q1,1,1,1342,0.0
2019-11-04 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,,,AMERICAN EXPRESS COMPANY,FL,32747,,Web,2019-11-04 00:00:00+00:00,Closed with explanation,Yes,3427923,2019-11-04,2019-11-04,2019,2019-11,2019Q4,1,0,0,0.0
2023-01-31 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,"I want this late payment deleted from my account within 15 days, this is not mine, I'm not aware of this, Under USC 1666b.

See the documents attached.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,48214,,Web,2023-01-31 00:00:00+00:00,Closed with non-monetary relief,Yes,6513058,2023-01-31,2023-01-31,2023,2023-01,2023Q1,1,1,151,0.0
2024-12-27 00:00:00+00:00,"Payday loan, title loan, personal loan, or advance loan",Payday loan,Incorrect information on your report,Information belongs to someone else,,,"Spring Oaks Capital, LLC",TX,75230,Older American,Phone,2024-12-27 00:00:00+00:00,Closed with explanation,Yes,11300996,2024-12-27,2024-12-27,2024,2024-12,2024Q4,1,0,0,0.0
2022-02-21 00:00:00+00:00,"Payday loan, title loan, or personal loan",Payday loan,Charged fees or interest you didn't expect,,"I have a loan with HEIGHTS FIN with account number XXXX. I have always made my payments on time. For some reason, I realized that there were 30 days late payments on my credit report for the month of XX/XX/2020. The XXXX and Credit Bureau are required to verify for themselves, but they failed to neither verify nor update me about these complaints.",,Thaxton Investment Corporation,MO,630XX,,Web,2022-02-21 00:00:00+00:00,Closed with explanation,Yes,5244759,2022-02-21,2022-02-21,2022,2022-02,2022Q1,1,1,349,0.0
2022-05-13 00:00:00+00:00,Mortgage,Conventional home mortgage,Closing on a mortgage,,"We were granted a loan modification in XX/XX/XXXX. We signed the documents on XX/XX/XXXX. We were told the modification was recorded in XX/XX/XXXX, over one month ago. The modification has still not been 'updated ' in Flagstar 's system. We are constantly told they are working on it with no further updates.

We asked for a payoff request from Flagstar. The payoff statement we received reflects our prior mortgage and not our current one. Flagstar refuses to correct it. They said we have to wait until their system updates. We can not wait any longer but they will do nothing to help us. They want us to do a mortgage payoff with an incorrect payoff statement that is asking for {$70000.00} more than what is actually owed. This would be a fraudulent payment. With how much difficulty we have had, I am sure we would have even more trouble getting back our money if we overpay. Flagstar has given us no other choice but to overpay them by {$70000.00} because of their incompetence.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Flagstar Bank, N.A.",CA,95124,,Web,2022-05-13 00:00:00+00:00,Closed with explanation,Yes,5555103,2022-05-13,2022-05-13,2022,2022-05,2022Q2,1,1,984,0.0
2019-03-20 00:00:00+00:00,Checking or savings account,Checking account,Problem caused by your funds being low,Non-sufficient funds and associated fees,,,JPMORGAN CHASE & CO.,CA,90247,,Web,2019-03-20 00:00:00+00:00,Closed with explanation,Yes,3186230,2019-03-20,2019-03-20,2019,2019-03,2019Q1,1,0,0,0.0
2019-07-22 00:00:00+00:00,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNTRUST BANKS, INC.",MD,21043,,Referral,2019-07-23 00:00:00+00:00,Closed with explanation,Yes,3315601,2019-07-22,2019-07-23,2019,2019-07,2019Q3,1,0,0,1.0
2025-06-28 00:00:00+00:00,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Money was not available when promised,,"Between XXXX XXXX XXXX  I initiated multiple ACH transfers totaling approximately {$10000.00} USD from XXXX XXXXXXXX XXXX accounts into my Coinbase account. These funds were used to purchase XXXX and were initially subject to Coinbases standard 67 day hold. However, without any advance notice, the funds were placed on extended holdsnow scheduled for release between XX/XX/year>. 

I submitted identity verification documents, which were accepted and validated by Coinbase. My external banks confirmed that all XXXX transfers were fully settled and completed. Despite this, Coinbase extended the fund holds with no explanation. Additionally, my ability to withdraw the resulting XXXX was restricted until XX/XX/XXXX, again with no notification or stated cause. 

This began as a XXXX money transfer and is now impacting both access to XXXX and XXXX withdrawal capability, with no transparency or appeal process. 

On XX/XX/year>, I called Coinbase support to ask why my funds were still on hold. I was told that my account had been permanently restricted from initiating XXXX transfers, but the support agent refused to provide any reason, would not escalate the matter to a supervisor, and stated that no appeal process exists. The agent did agree to add a note to my internal complaint stating that I intend to escalate the matter and pursue legal or regulatory action. 

I then submitted a formal complaint via Coinbases internal process and received an automated response stating that a reply may take up to XXXX business days. Given that my funds are inaccessible, the restrictions were imposed without notice, and Coinbase refuses to provide any justification or escalation process, I am filing this complaint with the CFPB.",,"Coinbase, Inc.",CA,94558,,Web,2025-06-28 00:00:00+00:00,Closed with explanation,Yes,14349625,2025-06-28,2025-06-28,2025,2025-06,2025Q2,1,1,1731,0.0
2021-01-08 00:00:00+00:00,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,Bank to Bank Transfers Access Suspended,Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,PA,19143,,Web,2021-01-08 00:00:00+00:00,Closed with non-monetary relief,Yes,4054817,2021-01-08,2021-01-08,2021,2021-01,2021Q1,1,1,39,0.0
2017-03-15 00:00:00+00:00,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"GMFS, LLC",LA,70119,,Web,2017-03-16 00:00:00+00:00,Closed with explanation,Yes,2389520,2017-03-15,2017-03-16,2017,2017-03,2017Q1,1,0,0,1.0
2023-08-30 00:00:00+00:00,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,,They are taking 2 very large payments automatically from my checking account that I was NOT told they would do and are charging outrageous fees I was not informed of. The only fee I was informed of was a 10 % payment once a month. I would have NEVER accepted this loan under these terms!! I now can not pay my other bills and am going to close my checking account so they can no longer have access.,,"ENOVA INTERNATIONAL, INC.",OR,97203,,Web,2023-08-30 00:00:00+00:00,Closed with explanation,Yes,7474048,2023-08-30,2023-08-30,2023,2023-08,2023Q3,1,1,398,0.0
2019-01-01 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,,,AMERICAN EXPRESS COMPANY,LA,70130,,Web,2019-01-01 00:00:00+00:00,Closed with non-monetary relief,Yes,3114020,2019-01-01,2019-01-01,2019,2019-01,2019Q1,1,0,0,0.0
2024-09-27 00:00:00+00:00,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",GA,30024,,Web,2024-09-27 00:00:00+00:00,Closed with explanation,Yes,10271386,2024-09-27,2024-09-27,2024,2024-09,2024Q3,1,0,0,0.0
2025-11-03 00:00:00+00:00,"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Getting a line of credit,,"I've been a customer of Money Lion for several years. I've used their credit builder loan several times, and have paid them in full. Recently, I tried to apply for a loan and was denied. The application said that they would notify me via e-mail as to why I was denied however, I have never received an e-mail with an explanation. On XX/XX/year> I reached out to a representative who told me that I was denied because I hadn't paid my loans. I knew that to be incorrect as I had settled every loan with them which, allowed me to keep utilizing their credit builder loan. The system shows all my loans as paid in full. If my loans weren't paid why would they allow me to keep using their product. I have also demonstrated over the years consistent repayment of any loan that they have extended me. I need a better explanation as to why this has become an issue. If their was an error on their part please fix it.",Company believes the complaint provided an opportunity to answer consumer's questions,MoneyLion Inc.,FL,32839,,Web,2025-11-03 00:00:00+00:00,Closed with explanation,Yes,16995326,2025-11-03,2025-11-03,2025,2025-11,2025Q4,1,1,910,0.0
2022-08-26 00:00:00+00:00,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"On XXXX XXXX a deposit amount from my employer was sent to the PNC bank using a generic routing number that is PNC owned. The funds were never deposited into the account. The funds are holding due to the routing number not being correct. I was told I would have to wait for the funds to be rejected in order to have the funds deposited into my account. I was also told that the funds could be moved by the ACH department immediately. Upon speaking with them, I was told it could not be done. If the account information is correct the routing number was PNC owned why were my funds not sent to the account. I was told per XXXX and XXXX that they were behind in there work and I would simply need to wait. That is not my problem they are short staffed or behind why tell a 10 year customer that.",,PNC Bank N.A.,NC,27260,,Web,2022-08-26 00:00:00+00:00,Closed with monetary relief,Yes,5920271,2022-08-26,2022-08-26,2022,2022-08,2022Q3,1,1,793,0.0
2020-03-02 00:00:00+00:00,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,I recorded the conversation of chat between citibank and me for the one transaction to cancel the dispute and made two or three phone calls to cancel the dispute. But they are are not doing it. I am USA citizen  and staying in XXXX as per doctor instruction being a native of that country. I transfer my saving and pension money every month and had a problem this month.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",,XXXXX,,Web,2020-03-02 00:00:00+00:00,Closed with explanation,Yes,3551132,2020-03-02,2020-03-02,2020,2020-03,2020Q1,1,1,370,0.0
2021-10-25 00:00:00+00:00,Vehicle loan or lease,Loan,Incorrect information on your report,Account information incorrect,,,CREDIT ACCEPTANCE CORPORATION,MI,48307,,Phone,2021-10-25 00:00:00+00:00,Closed with explanation,Yes,4842884,2021-10-25,2021-10-25,2021,2021-10,2021Q4,1,0,0,0.0
2022-11-29 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,"I had a navyfederal credit card and I been with them over 4 years! And I all ways paid off my account on time every month and Navy federal refused to update my account with correct information, my credit score are been effective due to Navy Federal filed to do they Job.. I also applied for credit increase over 4 times and they keep denied me I feel like they are discrimination against me ever time.. and something need to be done about this.. there are people I know have a relationship with Navy Federal for a long time and don't have the problem I have.. I need help.",Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,TN,37043,,Web,2022-11-29 00:00:00+00:00,Closed with explanation,Yes,6258013,2022-11-29,2022-11-29,2022,2022-11,2022Q4,1,1,572,0.0
2018-10-18 00:00:00+00:00,Mortgage,Conventional home mortgage,Trouble during payment process,,"US Bank took my payment off {$5000.00} and did not apply my additional principle amount ( {$3100.00} ) to the principle, instead they applied part of it as a ( second ) future payment, then took the remaining balance and applied it to principle. I talked to a few people there and was finally told the computer does that automatically. I know this is not true as I have paid way more than that on another monthly payment and the remainder ALL went to principle. I clearly had the amount in the box marked additional principle. This should be against the law, if it is not. I wonder how many other people they are applying the money meant for additional principle payoff to future monthly payments. This method allows them to collect more in interest, which exactly what I was trying to reduce and then they can sit on my money while it makes them interest as it sits in their bank until it is due as a future payment. Essentially they were stealing from me. Below is pasted from the statement "" XX/XX/2018 XX/XX/2018 Principal Payment {$1300.00} {$0.00} {$0.00} {$1300.00} {$3200.00} {$210000.00} XX/XX/2018 XX/XX/2018 Payment {$650.00} {$710.00} interest - basically they tried to steal this from me! 
{$460.00} {$0.00} {$3200.00} {$210000.00} XX/XX/2018 XX/XX/2018 Payment {$650.00} {$720.00} interest {$460.00} {$3600.00} {$2700.00} {$210000.00}",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,KS,671XX,,Web,2018-10-18 00:00:00+00:00,Closed with explanation,Yes,3050619,2018-10-18,2018-10-18,2018,2018-10,2018Q4,1,1,1349,0.0
2023-06-04 00:00:00+00:00,Checking or savings account,Other banking product or service,Opening an account,Account opened as a result of fraud,So its come to my attention that PayPal keeps emailing me with random stuff saying my account is delinquent and I have had issues trying to contact them that company is hard to get ahold of Im really upset how things were handled Im hoping to receive a compensation check up to {$15000.00} for the frustration I had with PayPal,,"Paypal Holdings, Inc",UT,84010,,Web,2023-06-04 00:00:00+00:00,Closed with non-monetary relief,Yes,7067262,2023-06-04,2023-06-04,2023,2023-06,2023Q2,1,1,327,0.0
2020-11-27 00:00:00+00:00,Vehicle loan or lease,Loan,Problem with a credit reporting company's investigation into an existing problem,Investigation took more than 30 days,"I was reported 30 days late because I made loan payments during a lender offered, Covid 19 payment assistance deferral with Chase Auto Credit. 

On XX/XX/XXXX, I responded to an offer by Chase to defer payments on my auto loan for 2-3 months. Due to the uncertainty of how the virus would affect my income, I enrolled for the deferral and stopped automatic payments. ( enrollment letter and program expiration letters attached XXXX We were in the process of obtaining a mortgage for a new home during this time. 
On XX/XX/XXXX, My loan officer cautioned me that any mark on my credit report at this time would jeapordize my chances to obtain the mortgage and, as a precaution, advised me to pay up the auto loan with Chase if I could. Since the Covid situation did not affect my business badly, I could make the payments. 

I called Chase on XX/XX/XXXX to tell them that I was going to start making payments to bring the loan current and avoid negative marks on my credit. I clearly stated I did not want to do anything that would jeapordize my credit. The representative told me that my credit would not be affected and I would not be reported late or reported that I was on a deferral. 
I sent them three seperate payments so it would be absolutely clear they should be applied to each monthly payment, instead of being applied as one bulk payment. ( bank statement attached ) On XX/XX/XXXX, I received a letter from Chase informing me that my "" Covid 19 assistance program has expired '' ( letter attached ). Showing I was in the program from XX/XX/XXXX to XX/XX/XXXX. 

I received a credit alert that I was reported 30 days late for the XX/XX/XXXX payment. 

I contacted Chase Auto Finance and placed a dispute. I was told by the dispute department that since I made the payment in XXXX, the XXXX payment was 30 days late, but the account is now current. Due to the automated process, there was nothing they could do to remove the 30 day late. In addition, they charged me a late fee for the XXXX payment. 

I wrote the 3 major credit bureau 's and entered a dispute. All three came back as having checked with the creditor and finding the results to be accurate as "" Account is current '' In summary, I was on a payment deferral plan, and with all good intention, made payments to insure there would be no issues with my credit. My credit score dropped almost 40 points due to, what I can only guess, was a gross misunderstanding during a very chaotic time. I thought I was doing the right thing. I would have never intentionally jeapordized my credit. 

I respectfully request this 30 day late be removed from my credit reports. 

Thank You.",,JPMORGAN CHASE & CO.,NJ,08757,Older American,Web,2020-11-27 00:00:00+00:00,Closed with non-monetary relief,Yes,3976854,2020-11-27,2020-11-27,2020,2020-11,2020Q4,1,1,2647,0.0
